sector,price,area,noOfOpenSides,price_per_sqft,Maintenance_Staff,Water_Storage,Vaastu_Compliant,Rain_Water_Harvesting,Rating,Metro,Park,School,College,Hospital,Shrine,Mall,Airport,latitude,longitude
sector 56,2.8,1129.8,2.0,0.0024783147459727,0.0,0.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4245,77.0991
sector 9,1.0,903.84,2.0,0.0011063905115949,0.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0,0,0,28.4603,77.0
sector 52,3.53,1872.24,1.0,0.0018854420373456,0.0,0.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 12,2.75,2700.76,3.0,0.0010182319050933,0.0,0.0,0.0,0.0,3.875,0,0,1,1,1,1,0,0,28.4723,77.032
sector 38,1.4,710.16,2.0,0.001971386729751,0.0,0.0,0.0,0.0,4.25,0,0,1,0,0,1,1,0,28.4347,77.043
sector 88a,2.05,1624.76,1.0,0.0012617248085871,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 88a,2.92,2431.76,1.0,0.0012007763924071,1.0,1.0,1.0,1.0,4.0,0,0,1,1,1,0,1,1,28.4347,76.9557
sector 55,3.0,753.1999999999999,1.0,0.0039830058417419,0.0,0.0,0.0,0.0,4.25,1,1,0,0,0,1,1,0,28.4281,77.11
sector 12,0.04,451.92,1.0,8.85112409275978e-05,0.0,0.0,0.0,0.0,4.25,0,0,1,1,1,1,0,0,28.4723,77.032
sector 45,3.35,1334.24,1.0,0.0025107926609905,0.0,0.0,0.0,0.0,4.25,0,0,1,1,1,0,0,0,28.4466,77.066
sector 52,1.6,882.3199999999999,2.0,0.0018134010336385,0.0,0.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
sector 12,0.42,1054.48,1.0,0.0003983005841741,0.0,0.0,0.0,0.0,4.125,1,1,1,1,1,1,1,0,28.4723,77.032
sector 12,0.23,96.84,1.0,0.0023750516315572,0.0,0.0,0.0,0.0,4.0,0,0,1,1,1,0,1,0,28.4723,77.032
sector 40,1.82,903.84,2.0,0.0020136307311028,0.0,0.0,0.0,0.0,4.0,1,1,1,1,1,0,0,0,28.4498,77.0567
sector 43,22.71,828.52,2.0,0.0274103220199874,0.0,0.0,0.0,0.0,5.0,1,1,1,1,1,1,0,0,28.4629,77.0772
sector 69,1.1,1129.8,1.0,0.0009736236502035,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1,1,0,28.3966,77.0341
sector 12,2.0,1904.52,1.0,0.0010501333669376,0.0,0.0,0.0,0.0,3.875,0,0,1,1,1,1,0,0,28.4723,77.032
sector 47,4.49,1893.76,2.0,0.0023709445758702,0.0,0.0,0.0,0.0,4.875,0,0,1,1,1,0,1,0,28.4276,77.0492
sector 99,2.3,1614.0,2.0,0.0014250309789343,0.0,0.0,0.0,0.0,4.375,0,0,1,1,1,0,1,0,28.464,76.9614
sector 17,0.8,1592.48,1.0,0.0005023610971566,0.0,0.0,0.0,0.0,3.5,0,0,1,1,1,0,1,0,28.4791,77.0608
sector 7,4.0,1796.92,1.0,0.0022260312089575,0.0,0.0,0.0,0.0,4.0,1,1,1,1,1,0,1,1,28.4644,77.0143
sector 52,4.79,3077.36,1.0,0.0015565289728858,0.0,0.0,0.0,0.0,4.5,1,1,1,1,1,1,0,0,28.4379,77.0785
